id,name,ability,type,classfication,hp,attack,defense,sp_attack,sp_defense,speed,pokedex_number,capture_rate,height_m,weight_kg,generation,is_legendary,percentage_male,experience_growth,image
552,Krokorok,Intimidate,ground,Desert Croc Pokemon,60,82,45,45,45,74,552,90,1,33.4,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
553,Krookodile,Intimidate,ground,Intimidation Pokemon,95,117,80,65,70,92,553,45,1.5,96.3,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
554,Darumaka,Hustle,fire,Zen Charm Pokemon,70,90,45,15,45,50,554,120,0.6,37.5,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
555,Darmanitan,Sheer Force,fire,Blazing Pokemon,105,30,105,140,105,55,555,60,1.3,92.9,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
556,Maractus,Water Absorb,grass,Cactus Pokemon,75,86,67,106,67,60,556,255,1,28,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
557,Dwebble,Sturdy,bug,Rock Inn Pokemon,50,65,85,35,35,55,557,190,0.3,14.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
558,Crustle,Sturdy,bug,Stone Home Pokemon,70,105,125,65,75,45,558,75,1.4,200,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
559,Scraggy,Shed Skin,dark,Shedding Pokemon,50,75,70,35,70,48,559,180,0.6,11.8,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
560,Scrafty,Shed Skin,dark,Hoodlum Pokemon,65,90,115,45,115,58,560,90,1.1,30,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
561,Sigilyph,Wonder Skin ,psychic,Avianoid Pokemon,72,58,80,103,80,97,561,45,1.4,14,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
562,Yamask,Mummy,ghost,Spirit Pokemon,38,30,85,55,65,30,562,190,0.5,1.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
563,Cofagrigus,Mummy,ghost,Coffin Pokemon,58,50,145,95,105,30,563,90,1.7,76.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
564,Tirtouga,Solid Rock,water,Prototurtle Pokemon,54,78,103,53,45,22,564,45,0.7,16.5,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
565,Carracosta,Solid Rock,water,Prototurtle Pokemon,74,108,133,83,65,32,565,45,1.2,81,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
566,Archen,Defeatist,rock,First Bird Pokemon,55,112,45,74,45,70,566,45,0.5,9.5,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
567,Archeops,Defeatist,rock,First Bird Pokemon,75,140,65,112,65,110,567,45,1.4,32,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
568,Trubbish,Stench,poison,Trash Bag Pokemon,50,50,62,40,62,65,568,190,0.6,31,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
569,Garbodor,Stench,poison,Trash Heap Pokemon,80,95,82,60,82,75,569,60,1.9,107.3,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
570,Zorua,Illusion,dark,Tricky Fox Pokemon,40,65,40,80,40,65,570,75,0.7,12.5,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
571,Zoroark,Illusion,dark,Illusion Fox Pokemon,60,105,60,120,60,105,571,45,1.6,81.1,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
572,Minccino,Cute Charm,normal,Chinchilla Pokemon,55,50,40,40,40,75,572,255,0.4,5.8,5,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
573,Cinccino,Cute Charm,normal,Scarf Pokemon,75,95,60,65,60,115,573,60,0.5,7.5,5,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
574,Gothita,Frisk,psychic,Fixation Pokemon,45,30,50,55,65,45,574,200,0.4,5.8,5,0,24.6,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
575,Gothorita,Frisk,psychic,Manipulate Pokemon,60,45,70,75,85,55,575,100,0.7,18,5,0,24.6,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
576,Gothitelle,Frisk,psychic,Astral Body Pokemon,70,55,95,95,110,65,576,50,1.5,44,5,0,24.6,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
577,Solosis,Overcoat,psychic,Cell Pokemon,45,30,40,105,50,20,577,200,0.3,1,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
578,Duosion,Overcoat,psychic,Mitosis Pokemon,65,40,50,125,60,30,578,100,0.6,8,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
579,Reuniclus,Overcoat,psychic,Multiplying Pokemon,110,65,75,125,85,30,579,50,1,20.1,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
580,Ducklett,Keen Eye,water,Water Bird Pokemon,62,44,50,44,50,55,580,190,0.5,5.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
581,Swanna,Keen Eye,water,White Bird Pokemon,75,87,63,87,63,98,581,45,1.3,24.2,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
582,Vanillite,Ice Body,ice,Fresh Snow Pokemon,36,50,50,65,60,44,582,255,0.4,5.7,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
583,Vanillish,Ice Body,ice,Icy Snow Pokemon,51,65,65,80,75,59,583,120,1.1,41,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
584,Vanilluxe,Ice Body,ice,Snowstorm Pokemon,71,95,85,110,95,79,584,45,1.3,57.5,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
585,Deerling,Chlorophyll,normal,Season Pokemon,60,60,50,40,50,75,585,190,0.6,19.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
586,Sawsbuck,Chlorophyll,normal,Season Pokemon,80,100,70,60,70,95,586,75,1.9,92.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
587,Emolga,Static,electric,Sky Squirrel Pokemon,55,75,60,75,60,103,587,200,0.4,5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
588,Karrablast,Swarm,bug,Clamping Pokemon,50,75,45,40,45,60,588,200,0.5,5.9,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
589,Escavalier,Swarm,bug,Cavalry Pokemon,70,135,105,60,105,20,589,75,1,33,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
590,Foongus,Effect Spore,grass,Mushroom Pokemon,69,55,45,55,55,15,590,190,0.2,1,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
591,Amoonguss,Effect Spore,grass,Mushroom Pokemon,114,85,70,85,80,30,591,75,0.6,10.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
592,Frillish,Water Absorb,water,Floating Pokemon,55,40,50,65,85,40,592,190,1.2,33,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
593,Jellicent,Water Absorb,water,Floating Pokemon,100,60,70,85,105,60,593,60,2.2,135,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
594,Alomomola,Healer,water,Caring Pokemon,165,75,80,40,45,65,594,75,1.2,31.6,5,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
595,Joltik,Compoundeyes,bug,Attaching Pokemon,50,47,50,57,50,65,595,190,0.1,0.6,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
596,Galvantula,Compoundeyes,bug,EleSpider Pokemon,70,77,60,97,60,108,596,75,0.8,14.3,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
597,Ferroseed,Iron Barbs,grass,Thorn Seed Pokemon,44,50,91,24,86,10,597,255,0.6,18.8,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
598,Ferrothorn,Iron Barbs,grass,Thorn Pod Pokemon,74,94,131,54,116,20,598,90,1,110,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
599,Klink,Plus,steel,Gear Pokemon,40,55,70,45,60,30,599,130,0.3,21,5,0,,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
600,Klang,Plus,steel,Gear Pokemon,60,80,95,70,85,50,600,60,0.6,51,5,0,,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
601,Klinklang,Plus,steel,Gear Pokemon,60,100,115,70,85,90,601,30,0.6,81,5,0,,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
602,Tynamo,Levitate,electric,EleFish Pokemon,35,55,40,45,40,60,602,190,0.2,0.3,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
603,Eelektrik,Levitate,electric,EleFish Pokemon,65,85,70,75,70,40,603,60,1.2,22,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
604,Eelektross,Levitate,electric,EleFish Pokemon,85,115,80,105,80,50,604,30,2.1,80.5,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
605,Elgyem,Telepathy,psychic,Cerebral Pokemon,55,55,55,85,55,30,605,255,0.5,9,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
606,Beheeyem,Telepathy,psychic,Cerebral Pokemon,75,75,75,125,95,40,606,90,1,34.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png
607,Litwick,Flash Fire,ghost,Candle Pokemon,50,30,55,65,55,20,607,190,0.3,3.1,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
608,Lampent,Flash Fire,ghost,Lamp Pokemon,60,40,60,95,60,55,608,90,0.6,13,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
609,Chandelure,Flash Fire,ghost,Luring Pokemon,60,55,90,145,90,80,609,45,1,34.3,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
610,Axew,Rivalry,dragon,Tusk Pokemon,46,87,60,30,40,57,610,75,0.6,18,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png
611,Fraxure,Rivalry,dragon,Axe Jaw Pokemon,66,117,70,40,50,67,611,60,1,36,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
612,Haxorus,Rivalry,dragon,Axe Jaw Pokemon,76,147,90,60,70,97,612,45,1.8,105.5,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
613,Cubchoo,Snow Cloak,ice,Chill Pokemon,55,70,40,60,40,40,613,120,0.5,8.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
614,Beartic,Snow Cloak,ice,Freezing Pokemon,95,130,80,70,80,50,614,60,2.6,260,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png
615,Cryogonal,Levitate,ice,Crystallizing Pokemon,80,50,50,95,135,105,615,25,1.1,148,5,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
616,Shelmet,Hydration,bug,Snail Pokemon,50,40,85,40,65,25,616,200,0.4,7.7,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png
617,Accelgor,Hydration,bug,Shell Out Pokemon,80,70,40,100,60,145,617,75,0.8,25.3,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png
618,Stunfisk,Static,ground,Trap Pokemon,109,66,84,81,99,32,618,75,0.7,11,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png
619,Mienfoo,Inner Focus,fighting,Martial Arts Pokemon,45,85,50,55,50,65,619,180,0.9,20,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
620,Mienshao,Inner Focus,fighting,Martial Arts Pokemon,65,125,60,95,60,105,620,45,1.4,35.5,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
621,Druddigon,Rough Skin,dragon,Cave Pokemon,77,120,90,60,90,48,621,45,1.6,139,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
622,Golett,Iron Fist,ground,Automaton Pokemon,59,74,50,35,50,35,622,190,1,92,5,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
623,Golurk,Iron Fist,ground,Automaton Pokemon,89,124,80,55,80,55,623,90,2.8,330,5,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
624,Pawniard,Defiant,dark,Sharp Blade Pokemon,45,85,70,40,40,60,624,120,0.5,10.2,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png
625,Bisharp,Defiant,dark,Sword Blade Pokemon,65,125,100,60,70,70,625,45,1.6,70,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png
626,Bouffalant,Reckless,normal,Bash Buffalo Pokemon,95,110,95,40,95,55,626,45,1.6,94.6,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png
627,Rufflet,Keen Eye,normal,Eaglet Pokemon,70,83,50,37,50,60,627,190,0.5,10.5,5,0,100,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png
628,Braviary,Keen Eye,normal,Valiant Pokemon,100,123,75,57,75,80,628,60,1.5,41,5,0,100,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png
629,Vullaby,Big Pecks,dark,Diapered Pokemon,70,55,75,45,65,60,629,190,0.5,9,5,0,0,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
630,Mandibuzz,Big Pecks,dark,Bone Vulture Pokemon,110,65,105,55,95,80,630,60,1.2,39.5,5,0,0,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
631,Heatmor,Gluttony,fire,Anteater Pokemon,85,97,66,105,66,65,631,90,1.4,58,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
632,Durant,Swarm,bug,Iron Ant Pokemon,58,109,112,48,48,109,632,90,0.3,33,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
633,Deino,Hustle,dark,Irate Pokemon,52,65,50,45,50,38,633,45,0.8,17.3,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
634,Zweilous,Hustle,dark,Hostile Pokemon,72,85,70,65,70,58,634,45,1.4,50,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
635,Hydreigon,Levitate,dark,Brutal Pokemon,92,105,90,125,90,98,635,45,1.8,160,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
636,Larvesta,Flame Body,bug,Torch Pokemon,55,85,55,50,55,60,636,45,1.1,28.8,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
637,Volcarona,Flame Body,bug,Sun Pokemon,85,60,65,135,105,100,637,15,1.6,46,5,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
638,Cobalion,Justified,steel,Iron Will Pokemon,91,90,129,90,72,108,638,3,2.1,250,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
639,Terrakion,Justified,rock,Cavern Pokemon,91,129,90,72,90,108,639,3,1.9,260,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
640,Virizion,Justified,grass,Grassland Pokemon,91,90,72,90,129,108,640,3,2,200,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
641,Tornadus,Prankster,flying,Cyclone Pokemon,79,100,80,110,90,121,641,3,1.5,63,5,1,100,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
642,Thundurus,Prankster,electric,Bolt Strike Pokemon,79,105,70,145,80,101,642,3,1.5,61,5,1,100,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
643,Reshiram,Turboblaze,dragon,Vast White Pokemon,100,120,100,150,120,90,643,3,3.2,330,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
644,Zekrom,Teravolt,dragon,Deep Black Pokemon,100,150,120,120,100,90,644,3,2.9,345,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
645,Landorus,Sand Force,ground,Abundance Pokemon,89,145,90,105,80,91,645,3,1.5,68,5,1,100,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
646,Kyurem,Pressure,dragon,Boundary Pokemon,125,120,90,170,100,95,646,3,3,325,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
647,Keldeo,Justified,water,Colt Pokemon,91,72,90,129,90,108,647,3,1.4,48.5,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
648,Meloetta,Serene Grace,normal,Melody Pokemon,100,128,90,77,77,128,648,3,0.6,6.5,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
649,Genesect,Download,bug,Paleozoic Pokemon,71,120,95,120,95,99,649,3,1.5,82.5,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
650,Chespin,Overgrow,grass,Spiky Nut Pokemon,56,61,65,48,45,38,650,45,0.4,9,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
651,Quilladin,Overgrow,grass,Spiny Armor Pokemon,61,78,95,56,58,57,651,45,0.7,29,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
652,Chesnaught,Overgrow,grass,Spiny Armor Pokemon,88,107,122,74,75,64,652,45,1.6,90,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
653,Fennekin,Blaze,fire,Fox Pokemon,40,45,40,62,60,60,653,45,0.4,9.4,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
654,Braixen,Blaze,fire,Fox Pokemon,59,59,58,90,70,73,654,45,1,14.5,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png
655,Delphox,Blaze,fire,Fox Pokemon,75,69,72,114,100,104,655,45,1.5,39,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
656,Froakie,Torrent,water,Bubble Frog Pokemon,41,56,40,62,44,71,656,45,0.3,7,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
657,Frogadier,Torrent,water,Bubble Frog Pokemon,54,63,52,83,56,97,657,45,0.6,10.9,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
658,Greninja,Torrent,water,Ninja Pokemon,72,145,67,153,71,132,658,45,1.5,40,6,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
659,Bunnelby,Pickup,normal,Digging Pokemon,38,36,38,32,36,57,659,255,0.4,5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png
660,Diggersby,Pickup,normal,Digging Pokemon,85,56,77,50,77,78,660,127,1,42.4,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
661,Fletchling,Big Pecks,normal,Tiny Robin Pokemon,45,50,43,40,38,62,661,255,0.3,1.7,6,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
662,Fletchinder,Flame Body,fire,Ember Pokemon,62,73,55,56,52,84,662,120,0.7,16,6,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
663,Talonflame,Flame Body,fire,Scorching Pokemon,78,81,71,74,69,126,663,45,1.2,24.5,6,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
664,Scatterbug,Shield Dust,bug,Scatterdust Pokemon,38,35,40,27,25,35,664,255,0.3,2.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
665,Spewpa,Shed Skin,bug,Scatterdust Pokemon,45,22,60,27,30,29,665,120,0.3,8.4,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
666,Vivillon,Shield Dust,bug,Scale Pokemon,80,52,50,90,50,89,666,45,1.2,17,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
667,Litleo,Rivalry,fire,Lion Cub Pokemon,62,50,58,73,54,72,667,220,0.6,13.5,6,0,11.2,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
668,Pyroar,Rivalry,fire,Royal Pokemon,86,68,72,109,66,106,668,65,1.5,81.5,6,0,11.2,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
669,Flaba,Flower Veil,fairy,Single Bloom Pokemon,44,38,39,61,79,42,669,225,0.1,0.1,6,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
670,Floette,Flower Veil,fairy,Fairy Pokemon,74,65,67,125,128,92,670,120,0.2,0.9,6,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
671,Florges,Flower Veil,fairy,Garden Pokemon,78,65,68,112,154,75,671,45,1.1,10,6,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
672,Skiddo,Sap Sipper,grass,Mount Pokemon,66,65,48,62,57,52,672,200,0.9,31,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
673,Gogoat,Sap Sipper,grass,Mount Pokemon,123,100,62,97,81,68,673,45,1.7,91,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
674,Pancham,Iron Fist,fighting,Playful Pokemon,67,82,62,46,48,43,674,220,0.6,8,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
675,Pangoro,Iron Fist,fighting,Daunting Pokemon,95,124,78,69,71,58,675,65,2.1,136,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
676,Furfrou,Fur Coat,normal,Poodle Pokemon,75,80,60,65,90,102,676,160,1.2,28,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
677,Espurr,Keen Eye,psychic,Restraint Pokemon,62,48,54,63,60,68,677,190,0.3,3.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
678,Meowstic,Keen Eye,psychic,Constraint Pokemon,74,48,76,83,81,104,678,75,0.6,8.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
679,Honedge,No Guard,steel,Sword Pokemon,45,80,100,35,37,28,679,180,0.8,2,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
680,Doublade,No Guard,steel,Sword Pokemon,59,110,150,45,49,35,680,90,0.8,4.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
681,Aegislash,Stance Change,steel,Royal Sword Pokemon,60,150,50,150,50,60,681,45,1.7,53,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
682,Spritzee,Healer,fairy,Perfume Pokemon,78,52,60,63,65,23,682,200,0.2,0.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
683,Aromatisse,Healer,fairy,Fragrance Pokemon,101,72,72,99,89,29,683,140,0.8,15.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
684,Swirlix,Sweet Veil,fairy,Cotton Candy Pokemon,62,48,66,59,57,49,684,200,0.4,3.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
685,Slurpuff,Sweet Veil,fairy,Meringue Pokemon,82,80,86,85,75,72,685,140,0.8,5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
686,Inkay,Contrary,dark,Revolving Pokemon,53,54,53,37,46,45,686,190,0.4,3.5,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
687,Malamar,Contrary,dark,Overturning Pokemon,86,92,88,68,75,73,687,80,1.5,47,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
688,Binacle,Tough Claws,rock,Two-Handed Pokemon,42,52,67,39,56,50,688,120,0.5,31,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
689,Barbaracle,Tough Claws,rock,Collective Pokemon,72,105,115,54,86,68,689,45,1.3,96,6,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
